cholesterol,diabetes,smoking,obesity,inactive,lesshighschool,gini,poverty,asian,black,age65,hisp,male,marri,racialseg,socialvul,large central metro,large fringe metro,medium/small metro,nonmetro,outpatientcost
37.9,7.7,16.3,32,25.3,16,0.415,11.1,0.3,8.7,18.7,26.8,49.328049,63.214058,0.36000001,0.49360001,0,1,0,0,3095
38.1,6.4,17.4,26.3,18.2,23.1,0.403,15.9,0.8,0.4,13.9,62.1,50.859154,46.50053,0.46000001,0.8003,0,0,0,1,4617
42.2,11.6,16.4,29.1,24.4,10.7,0.421,12.9,0.2,0.6,26.4,18.7,50.380375,56.808201,0.20999999,0.50760001,0,1,0,0,1799
36.4,11.4,17.6,41.3,26.5,18.1,0.432,14,0.8,7,14.6,37.6,50.649536,50.207058,0.28999999,0.74589998,0,1,0,0,2268
40.5,7.5,17,27,22.7,14.5,0.408,15.9,1.1,3,24.2,8.5,48.811855,57.401093,0.44,0.15539999,0,0,0,1,5532
34.4,10.4,20.3,33.7,19,24.6,0.487,24,0.5,6.8,12,58.8,61.068352,40.708492,0.27000001,0.96939999,0,0,0,1,3315
31.9,11.7,18.2,32.6,24.3,9,0.437,13.8,3.4,21.5,10.6,24.8,49.870903,53.576057,0.19,0.80510002,0,0,1,0,4997
32.3,9.7,14.6,29.7,20.9,15.8,0.469,15.2,2.8,7.1,11.8,6,49.373093,45.796806,0.25,0.8258,1,0,0,0,1757
41,8.6,15.3,22.6,21,9.9,0.47,8.6,1.8,0,25,19.3,51.672764,59.051022,0.28999999,0.27829999,0,0,0,1,2626
38,4.3,12.7,24.5,20.1,5.3,0.392,10.6,0,0,27.2,13.7,47.797718,64.84716,0.51999998,0.062100001,0,0,0,1,5112
41.5,8.4,17.9,26.3,24.8,13.5,0.422,13.7,0.5,1.6,24.6,18.3,49.262135,60.976742,0.44999999,0.61750001,0,0,0,1,4295
36.9,14.5,19.7,45.6,35.2,11.2,0.5,16.8,1,24.3,16.4,7.6,50.292912,49.301186,0.36000001,0.85290003,0,0,1,0,2689
33.7,11.1,15.5,31.7,31.5,12.1,0.422,8.6,6.6,13.6,11.6,30.6,50.552986,56.670532,0.25,0.51340002,0,1,0,0,3356
29.5,10.5,14.9,31.2,20.1,12.8,0.515,20,6.1,10.2,8.9,25.5,50.510582,39.51038,0.27000001,0.65319997,0,0,1,0,3406
38.7,9.9,14.2,26.2,20.1,14.3,0.444,13.1,1.4,0.2,22.4,44.7,50.352074,48.749191,0.38999999,0.6573,0,0,0,1,3750
40.7,8.9,17.7,26.7,25.2,13.9,0.427,15,1.5,0.8,25.5,35.6,55.181881,52.64822,0.49000001,0.45640001,0,0,0,1,4201
40.8,7.9,17.3,35,22.2,31.2,0.499,29.6,0,0,14.6,93,53.311863,38.172333,0.31,1,0,0,0,1,1733
38.5,10.8,17.9,37.1,29.4,12.8,0.477,13.7,0.7,3.5,19.5,22.2,49.348831,54.263142,0.28,0.62769997,0,0,0,1,4101
39.2,11,19,46.2,25.4,17.5,0.438,13.8,0,13.1,20.4,20.6,49.568058,60.159523,0.38999999,0.60799998,0,0,1,0,4266
39,14.2,16.6,33.6,24.1,11.7,0.443,10.5,0.9,1.7,21.9,22.2,49.41328,57.174377,0.34,0.52990001,0,0,0,1,3497
36,11.8,18.3,39,22.8,21.8,0.467,14.4,1,5.5,13.7,52.1,50.57185,49.103775,0.25999999,0.8732,0,1,0,0,3338
37.9,10,16.8,32,20.8,20.7,0.416,14.7,5.2,2.3,17.4,48.8,51.144547,53.557941,0.36000001,0.86180001,0,0,0,1,4976
40.1,15.9,19.1,38.7,25.5,11.8,0.448,12.1,0.4,0.9,20.6,9.6,49.790703,56.062881,0.31,0.29679999,0,0,1,0,3642
36.3,11.8,17.2,31.2,24.4,32.1,0.483,25.5,0.6,0.3,13.2,89.6,48.604347,52.34901,0.36000001,0.97579998,0,0,1,0,2290
38.6,6.3,19.2,21.8,22.6,12.8,0.435,16.6,0.4,15.8,18.5,24.9,48.656624,56.395927,0.40000001,0.90189999,0,0,0,1,4819
37.4,6.4,15.3,26.9,20.1,6.7,0.402,8.5,0.3,0.7,18.3,9.9,48.211018,62.364471,0.40000001,0.033799998,0,0,1,0,2625
40.2,13.6,20.5,44.9,33.4,14.1,0.433,17.3,0.5,17,21.9,4.4,48.225159,55.102123,0.44999999,0.7841,0,0,0,1,3403
37.5,6.5,16.7,28.5,20.2,25.9,0.408,15.3,0.6,2.1,15.2,64.6,50.215038,48.430725,0.55000001,0.77740002,0,0,0,1,4655
34.6,8.4,18.3,32.7,24.3,11.5,0.424,8.6,1.1,7.2,10.9,22.4,50.693619,61.710819,0.28999999,0.41080001,0,1,0,0,4509
38.3,11.1,20,44.2,33.9,21,0.433,16.5,0.5,13.4,17,23.1,51.013084,52.646572,0.41999999,0.91909999,0,0,0,1,4591
34.5,7.4,20,23.7,18.1,18,0.442,21.9,0.5,8,13.8,31,61.243622,44.115723,0.40000001,0.75,0,0,0,1,5261
40,11.9,17.7,33.4,28.6,9.5,0.428,11.5,1.1,0.4,22.8,6.2,50.120159,62.360264,0.40000001,0.31819999,0,0,1,0,3631
40,12,20.8,27.5,17.9,32.3,0.468,19.5,0,3.8,15.8,58.7,51.783859,51.642982,0.44,0.86080003,0,0,0,1,5100
42.1,4.7,17.2,27.9,20.7,16.3,0.389,13.1,0,0.9,28.5,21.5,49.863762,63.788097,0.44999999,0.62040001,0,0,0,1,4342
42.9,12.7,19.1,22.2,22.2,13.5,0.467,17.7,0.5,1.6,24.7,17.5,51.691864,61.258904,0.44,0.41850001,0,0,0,1,5045
32.3,7.6,11.8,25.1,19.9,6.2,0.43,6.1,15.1,9.6,10.7,15.2,49.195309,59.676998,0.22,0.1506,1,0,0,0,2495
38.7,7.2,18.9,26.1,17.4,26.1,0.521,19.8,0,8.3,17,28.7,50.286293,59.494213,0.50999999,0.8876,0,0,0,1,6077
39.3,9.6,17.2,24.7,28.1,16.9,0.472,13.6,0,12.6,21.6,29.7,49.896343,52.383755,0.47,0.68470001,0,0,0,1,4793
37.3,6.2,14.7,29.5,20.4,7.4,0.438,6.7,1.1,1.9,17.9,27.3,49.40625,59.756454,0.23999999,0.2379,0,1,0,0,2438
41.3,8.4,17.4,24.9,22.1,15.5,0.413,13.5,0.6,0.5,24,27.9,50.247616,62.123543,0.38999999,0.72640002,0,0,0,1,5278
42.1,5.4,19.6,19.6,21.2,32.1,0.466,15.1,0.3,1.1,20,45.1,64.237602,51.050419,0.5,0.42829999,0,0,0,1,4132
38.2,14.9,17.9,24.5,19.7,13.9,0.436,12.7,0.9,2.7,18.2,18.1,49.626633,57.305603,0.37,0.62260002,0,0,0,1,3544
31.1,6.6,20.5,31.2,24.3,12,0.423,11.8,2.6,12.7,9.8,18.2,49.888416,48.544765,0.17,0.7809,0,0,1,0,5791
42.4,12.3,21.2,20.2,19.7,23.8,0.489,18.9,0,14.4,20.8,23.1,45.127892,53.597412,0.52999997,0.93629998,0,0,0,1,4071
35,6.2,15.8,20.4,17.3,20.5,0.405,9.6,1.9,2.3,13.6,64.3,51.187004,60.509377,0.31,0.47389999,0,0,0,1,4191
38.6,6.8,15.5,30,22.4,23,0.428,13.8,0,0.6,15,61.8,48.220436,62.879601,0.44999999,0.68919998,0,0,0,1,3090
39.4,6.7,18.9,25.9,18.9,24,0.434,22.1,0.7,3.1,18.2,56,49.674435,51.422897,0.43000001,0.93949997,0,0,1,0,6714
42.1,7.6,20.2,32,19.4,33.7,0.389,19.7,0.5,0.1,14.8,71,56.910568,42.431465,0.41999999,0.9971,0,0,0,1,5181
35.8,7.5,19.5,27.5,24.1,29.6,0.468,11.4,1.9,0.7,10.7,45.8,50.903614,59.76141,0.33000001,0.5503,0,0,0,1,4751
34,7.8,16.4,30.5,23.2,20.7,0.498,14,6.2,22.2,10.5,4,49.307751,47.749626,0.37,0.75379997,1,0,0,0,2719
36.6,15.3,21.1,27.9,23.3,30.1,0.497,20.6,0.1,7.6,14.7,57.4,54.155937,48.227306,0.38999999,0.94749999,0,0,0,1,4616
35.9,10.9,17,26.1,17.8,26.2,0.395,17,0.7,0.6,12.5,72.8,50.10141,57.659481,0.38,0.84109998,0,0,0,1,3526
40.3,6.3,20.1,29.2,19.1,12.2,0.437,16,0.5,8.7,20.1,7.7,47.399506,60.29689,0.51999998,0.5704,0,0,0,1,2929
31.9,7.4,13.8,31.7,21.4,7.5,0.432,6.5,8.7,9.5,9.9,19.3,49.184837,55.223179,0.22,0.221,0,1,0,0,2473
39.2,9.1,18.8,25.5,30.6,19.2,0.515,17.1,0,9.2,19.4,35.3,51.986233,57.103973,0.38999999,0.8229,0,0,0,1,4054
39.8,4.9,18.9,18,17,15.6,0.515,19.4,0.4,2.6,23.8,29.8,49.205627,55.291576,0.47,0.87959999,0,0,0,1,5867
39.5,8.4,18.3,26.5,24.4,33.6,0.478,25.3,1.4,0,16.9,86.9,48.476719,45.625481,0.40000001,0.99970001,0,0,0,1,2788
39.3,10.1,17.1,30.7,18.6,11.3,0.458,16.4,0.3,5.4,23.2,11,50.867744,48.692226,0.54000002,0.45249999,0,0,0,1,2543
39,13.5,17.3,26,21,31.4,0.435,23.9,0,1.3,17.6,89.3,50.736599,43.09795,0.36000001,0.99940002,0,0,0,1,2231
40.1,6.7,19.9,29,17.3,15.6,0.538,16.7,0.6,2.8,22.4,16.3,50.073879,47.514542,0.40000001,0.80669999,0,0,0,1,3292
32.7,9.2,17.4,37.2,32.3,24,0.452,12.1,1.1,4.4,9.5,60.6,50.763798,50.380123,0.28999999,0.7924,0,0,1,0,2445
42.4,5.7,15.9,22.9,22.4,27.9,0.465,20.7,0,0,30.6,56.6,51.772678,49.397591,0.61000001,0.43849999,0,0,0,1,2730
35.6,11.7,17.5,38,25.7,13.8,0.418,8.7,0.6,9.7,12.6,26.2,49.320374,59.195793,0.28999999,0.3924,0,1,0,0,2781
31.6,10.5,14.9,31.5,20,21.5,0.461,18.8,1.2,2.9,11.9,82.5,49.238575,48.716022,0.25999999,0.95349997,0,0,1,0,2098
33.4,16,17,34,26.2,11.7,0.494,15.2,1,1.8,14,21,48.629333,47.270145,0.31999999,0.62519997,0,0,0,1,2623
38.2,5.2,21.6,29,18.8,23.1,0.471,21.6,0.4,24.1,17.9,23.1,47.053032,43.894505,0.43000001,0.9799,0,0,1,0,4205
38.3,7.2,19.7,32,23.3,14.5,0.456,13.2,0.6,5.6,18.5,11.2,52.830299,55.58865,0.37,0.5758,0,0,0,1,3194
40.5,9.5,17.6,24,22.1,13.9,0.448,10.9,0.4,6.5,24.6,20.9,49.293983,57.49868,0.46000001,0.43630001,0,0,0,1,3312
40.2,5.1,16.4,22.9,18.7,13.9,0.485,13.3,0.3,2.6,22.8,32.7,47.536308,55.323925,0.46000001,0.4312,0,0,0,1,5328
38.9,6.7,17.7,31,21.9,25.8,0.407,17.3,0.1,2.8,18.6,58.6,48.733414,62.178917,0.5,0.82990003,0,0,0,1,5620
41,11.8,18,28.8,19,18.1,0.466,17,0,2.2,27.1,22.2,49.568626,54.789616,0.47,0.47830001,0,0,0,1,4229
33.6,9.4,12.7,25.4,18.2,9.4,0.434,6.6,20,20.1,10.6,24.4,49.113529,59.940063,0.31,0.28729999,0,1,0,0,2979
39.9,11,16.3,30.5,21.6,8.7,0.452,14.4,0,4.3,21.7,14.4,48.945503,55.631279,0.36000001,0.52770001,0,0,0,1,4235
39.5,13.2,20.5,39,24.2,17.4,0.466,15.5,0.4,15,19.6,15.4,51.755096,54.125538,0.38999999,0.84299999,0,0,0,1,3466
34.2,5.5,18.6,29.4,21.2,33.8,0.509,27.7,0.8,3.1,12.4,79.2,59.800716,40.092937,0.40000001,0.98659998,0,0,0,1,2531
34.1,6.4,21.7,34.6,27.2,38.2,0.463,13.2,0.5,2.1,8.8,41.4,50.980392,61.040047,0.34999999,0.6825,0,0,0,1,5333
35.7,11.1,18.2,34.4,25.3,11,0.465,11.3,3.2,12.3,13.9,24.6,49.229313,53.195301,0.28999999,0.58499998,0,1,0,0,3872
33,6.1,20.4,19.1,18.4,38.4,0.471,24.2,1.9,5.6,13.7,52.2,63.080727,53.560081,0.31999999,0.72130001,0,0,0,1,4750
41.6,6.9,14,24.4,24.1,11,0.464,8.5,0.1,0,29.3,23.1,48.369175,58.179352,0.31999999,0.35730001,0,0,0,1,3130
36.8,6.7,17.8,26.3,18.5,30.6,0.475,7.9,0,0,9.9,43.7,57.417217,71.405365,0.52999997,0.1761,0,0,0,1,8660
40.1,9,16.4,31.1,24.2,17,0.479,13.4,0.7,4.9,22,35.8,49.649704,57.198193,0.38,0.58149999,0,0,1,0,3191
38.8,15.5,18.7,32.8,24.3,23.3,0.483,16.2,0.3,6.4,16.4,50.7,50.841736,55.410366,0.41,0.89590001,0,0,0,1,3618
37.5,21.9,20.3,35.8,26,19.8,0.456,14.5,0.8,4.3,15.8,28.9,52.739849,52.143791,0.34,0.84460002,0,0,0,1,2703
37.8,9.1,18.3,38.1,34,11.3,0.447,11.6,1.5,5.2,17.5,13.4,48.806999,51.46312,0.33000001,0.65920001,0,0,1,0,2818
36.1,8,19.4,34.3,22.9,15.9,0.469,16.5,1.3,19.7,15.1,18.7,48.690487,48.492165,0.36000001,0.88249999,0,0,1,0,3431
38.8,14.3,20.9,40.6,28.9,19.4,0.49,15.9,0.1,14.8,16.9,24.1,54.213123,50.477901,0.37,0.86019999,0,0,0,1,3874
33.9,9.2,15.3,33.3,20.2,11.3,0.399,7.4,1.7,7.5,13.6,37.9,49.456486,56.174183,0.20999999,0.43439999,0,1,0,0,2623
35.7,13.7,17.8,31.5,26.8,23.4,0.43,17.9,0.3,4.5,13.3,59.4,52.134453,51.348053,0.34999999,0.93120003,0,0,0,1,4441
43,6.8,21.8,25.9,20.5,20.4,0.496,25.4,0.2,6.1,22.3,34.7,50.328083,52.709755,0.46000001,0.94999999,0,0,0,1,4068
41.3,8.5,19.2,25.7,21.6,16,0.465,14.3,0,0.7,24.5,12.7,49.975998,54.940598,0.44999999,0.60829997,0,0,0,1,4337
38.1,6.4,20,26.9,20.6,32.2,0.438,11.7,0,0,15.4,48,51.032608,59.895584,0.38999999,0.7615,0,0,0,1,4289
40.3,9.2,19.7,33.6,31.9,21.1,0.449,19.2,0,5.8,21.4,18.9,48.618504,55.268818,0.46000001,0.72799999,0,0,0,1,4220
37.3,7.2,20.3,37.1,25.3,12,0.466,12.1,0.6,5.5,16.5,5.6,48.223377,57.640305,0.43000001,0.25319999,0,0,1,0,2782
34.9,10.1,15.9,29.9,22,18.6,0.497,15,6.9,18.5,10.2,4.2,49.692184,49.667282,0.34999999,0.72359997,1,0,0,0,3078
37.8,13.1,20,44.5,33.1,14.7,0.479,17.8,0.8,20.6,16.5,13.1,48.570141,54.131298,0.41999999,0.7306,0,0,0,1,3210
35.2,6,17.3,28.7,21.5,17.4,0.372,8.6,1.4,7.4,15,26.7,59.022755,54.167561,0.38999999,0.53439999,0,0,0,1,6360
40.1,8.7,21,28.2,31.8,29.7,0.422,20.7,0.2,3.7,22,28.5,51.763885,48.463116,0.41999999,0.97549999,0,0,0,1,5361
31.1,8.8,14.8,31.7,17.2,9.9,0.45,11.2,1.5,3.8,10.7,38.9,49.798,48.866238,0.23,0.49239999,0,1,0,0,2609
36.5,6.2,18.7,21.8,21.4,17.9,0.439,9.1,0,0.9,13.2,34.8,50.876316,61.69355,0.44999999,0.74269998,0,0,0,1,4007
40.1,12.9,20.5,36.5,29.9,16.5,0.47,17.5,0.6,6.3,22,12.7,48.704823,55.143307,0.40000001,0.72009999,0,0,0,1,3443
33.2,11.3,15.1,38.3,24.4,34.3,0.487,26.9,0.9,0.4,10.8,92.1,48.980209,52.054764,0.38,0.97799999,0,0,1,0,2428
39.5,10.5,19,36.9,35.3,16.5,0.44,13.1,0.5,6.2,20.5,20.6,49.900528,55.364941,0.44,0.8707,0,0,0,1,3512
35.9,9.1,17.9,29.2,25.2,23.8,0.428,15.5,0.4,3.1,14.3,47.7,49.869926,54.82214,0.34,0.90249997,0,0,0,1,4029
40.2,11.2,16,33.1,22.5,10.6,0.471,9.2,0.7,0.7,24.7,12.4,48.725952,61.280159,0.27000001,0.26019999,0,1,0,0,2983
38.7,8.6,20,32.1,29.2,15.1,0.447,14.7,0.7,7,18.3,16.8,49.070877,58.07119,0.33000001,0.70670003,0,0,0,1,3574
40.7,12.9,22.2,28.4,30.7,18.8,0.458,20.9,0.3,24.9,21.3,11,54.247627,48.734867,0.41,0.9131,0,0,0,1,2618
35.6,5.7,19.5,35.4,29.7,20,0.47,17,0.7,5.1,12.9,42.5,55.437565,45.626503,0.25,0.91530001,0,0,0,1,2411
38.3,8.9,21.2,38.3,23.4,44.5,0.484,28,0.7,1.6,15.3,77.8,50.237827,54.766617,0.50999999,0.98250002,0,0,1,0,3348
37.8,12.5,19.9,38.3,31,15.5,0.44,14.8,1.2,7.8,15.8,16.3,49.129162,52.835205,0.36000001,0.83410001,0,1,0,0,3079
37.6,7.5,19,28.6,33,14,0.431,11.4,1,1.4,16.3,23.2,50.468517,49.899361,0.34,0.6631,0,0,0,1,3728
39.4,7.2,16.2,24.1,19.1,6.8,0.447,7.4,0,4,16.9,25.5,51.728394,59.186993,0.47999999,0.2013,0,0,1,0,3541
37.8,6,21.6,25.1,26.8,18,0.465,15.6,0.1,4.7,17.1,16.8,57.083145,54.777851,0.38,0.65380001,0,0,0,1,2672
37.7,11.7,17.1,33.2,27.6,17.6,0.419,13.8,1.1,6.4,17.4,33.1,49.379051,55.556511,0.38999999,0.67739999,0,0,0,1,4204
39.5,13.1,21.6,43.6,31.9,15,0.472,19.5,0.5,16.5,19.4,6.7,49.315609,51.88839,0.47999999,0.82389998,0,0,0,1,2828
44,6.1,13.7,26,19.4,21.1,0.331,12.7,0,1,34,39.8,44.08746,64.773323,0.43000001,0.36109999,0,0,0,1,3259
35.2,13.4,20,41.3,31.6,15.8,0.478,16.9,3.7,33.4,14.2,20.7,51.132736,47.213566,0.41,0.8567,0,0,1,0,2863
38.8,6.9,16.1,23.2,21.2,25.5,0.471,22.8,0,0,14.2,91.3,48.881668,42.864555,0.41999999,0.99169999,0,0,0,1,2259
37.6,16.7,16.6,33.9,23.7,25.1,0.495,21,0.6,0.6,14.9,80.2,49.099384,48.650112,0.31999999,0.92259997,0,0,0,1,2286
35.8,11.8,19,39.6,28.2,14.3,0.41,11,1.3,3.4,13.8,21.3,49.95694,58.068913,0.25,0.50730002,0,1,0,0,2200
36,7.4,21.2,29.3,24.6,21.6,0.444,20.4,0.3,13.9,15.2,27.5,62.814018,48.450409,0.36000001,0.63279998,0,0,1,0,4355
35.2,5.7,18.8,26.9,19.4,24.3,0.531,21,1,6.4,14,54.7,58.842072,46.026928,0.38999999,0.84240001,0,0,0,1,4207
34.6,12.3,18.7,39.3,30.9,14.2,0.409,9.8,1.3,11.7,11.8,21.4,49.114731,54.902187,0.28999999,0.56910002,0,1,0,0,2821
36.8,8.1,12.7,33.9,25.1,7.2,0.489,7.4,1,0.4,18.9,23.8,49.087254,59.319027,0.25,0.22830001,0,1,0,0,2058
41.4,9.3,21.7,22,19.3,73.6,0.322,14.2,0,0,25.4,94.7,49.295776,48.514851,0.38,0.73280001,0,0,0,1,
42,9.2,15.4,27.8,21.2,14.2,0.49,11.5,0,0.9,28.1,14,45.595055,56.106869,0.50999999,0.4427,0,0,0,1,5952
41,11.4,15.3,24.1,22.3,11.4,0.47,12.5,0.8,1.4,27.1,26.9,48.274597,54.8311,0.27000001,0.69590002,0,0,0,1,2942
43,6,17.1,31.4,23.2,14.9,0.525,17,0,1,29,21.7,49.57695,59.945503,0.40000001,0.58850002,0,0,0,1,5299
38.7,7.8,17.4,20,17.7,20.3,0.352,11,0,0,10.5,32.9,49.367088,52.57143,0.68000001,0.1955,0,0,0,1,
39.8,7.6,18.4,22.9,19.7,21.5,0.476,18.9,0,0.1,24.7,59.2,59.30582,38.354927,0.51999998,0.85610002,0,0,0,1,4665
32.1,7.7,14.7,32.8,25.1,21.6,0.486,23.3,2.2,2.9,13,72.8,50.54562,42.092072,0.25,0.98339999,0,0,0,1,2045
39.2,6.2,18.1,26.2,19.4,18.1,0.429,19.1,1,4.6,18.3,34.3,49.797569,56.479218,0.46000001,0.79619998,0,0,0,1,5042
37.7,13.7,20.4,34.3,39.6,15.7,0.475,18.4,0.8,12.7,18.9,7.8,47.912762,53.22694,0.34999999,0.83569998,0,0,0,1,2149
38.7,15.3,19.5,25.5,25.5,25.1,0.445,18.5,0.5,2.9,16.5,55.5,50.163834,52.729443,0.44999999,0.89749998,0,0,0,1,3754
38.2,11.9,17,33.9,20.7,9,0.415,12.4,1.4,4.3,18.8,19.4,49.976032,61.288067,0.27000001,0.54430002,0,0,1,0,4929
32.9,6.1,15.7,23.8,23.3,36.4,0.551,26.6,0.1,1.4,17,84,58.279396,49.037228,0.47999999,0.81910002,0,0,0,1,2389
40.2,17.2,17.4,40.4,31.4,14.4,0.472,11,0.4,6.1,23.3,18.9,48.434143,58.49445,0.46000001,0.68790001,0,0,0,1,5720
38.4,12.8,18.6,37.5,25.1,15.4,0.446,10.7,0.9,11.1,18.8,23.6,50.005863,55.028954,0.43000001,0.67519999,0,0,0,1,3418
41.4,9.9,19.8,33.7,30,18.2,0.527,14.4,1.1,6.7,24.2,14.5,49.747459,54.179188,0.43000001,0.61559999,0,0,0,1,3358
36.4,18.2,22,37.4,30.3,22.7,0.443,14.4,0.5,9.8,13,24.8,49.365608,53.47588,0.37,0.94270003,0,1,0,0,3306
39.6,11.4,21.1,41.9,27.2,18.9,0.448,19.2,1,16.8,18.7,21.9,51.287525,50.712563,0.41,0.95319998,0,0,0,1,4859
37.6,6.6,17.7,29.1,22.9,17.9,0.436,12.4,0.6,0.5,17.1,31.9,50.38258,56.800911,0.49000001,0.4605,0,0,0,1,3326
38.8,7.9,18.9,23.6,22.2,23.1,0.451,16.5,1.4,2.2,20.3,39.9,55.251667,48.441814,0.34,0.69169998,0,0,0,1,2209
44.6,7.8,15.5,26.3,22.5,14.2,0.522,10.8,0.2,0.6,36.4,10.3,49.204163,57.704632,0.36000001,0.4666,0,0,0,1,4061
36.1,6.7,21,29.4,23.8,19.7,0.491,7.1,0,0,25.5,12.2,55.102039,56.164383,0.5,0.75730002,0,0,0,1,
32.4,6,15.9,31.5,22.1,13.8,0.479,17.9,2.1,6.6,12.2,35.4,49.312027,45.524185,0.28999999,0.74970001,0,0,1,0,4035
38.8,13.7,19.1,26.1,16.9,24.6,0.502,16,0.8,0.7,16.9,47.2,51.646656,59.786476,0.50999999,0.8908,0,0,1,0,4425
40.8,11.1,17.5,31,21.4,23.2,0.442,17.6,0.7,1,21.8,32.3,54.188904,50.43412,0.41999999,0.73949999,0,0,0,1,6059
35.1,9.5,18,34.2,22.8,15.1,0.473,18,1.6,14.2,14.1,26.3,48.819344,47.416611,0.34,0.84359998,0,0,1,0,3817
39.3,7.3,14.1,24.1,24.7,7.3,0.497,10.5,0,0,18.3,49.7,53.359173,63.427563,0.5,0.76310003,0,0,0,1,2478
35.1,13.9,19.8,29.8,27.5,19.2,0.449,17.8,3.4,16.2,15.2,23.1,56.772556,47.773899,0.38,0.83759999,0,0,0,1,4478
43,19.1,21.3,44.6,26.4,14.8,0.513,21.4,0.7,22.9,25.9,4.1,48.497555,57.871941,0.49000001,0.68849999,0,0,0,1,3649
35,5.8,17.8,30.7,17.7,22.6,0.437,12.1,0,0.8,12.1,44.9,52.097717,58.17009,0.44,0.42390001,0,0,1,0,3778
42,5.6,16.2,25.3,23.2,12.3,0.51,11.7,2.4,0,24.4,22.1,53.91782,58.915878,0.44,0.35699999,0,0,0,1,3247
38.5,8.5,18.7,36.2,31.8,19.4,0.467,17.5,2.2,10.2,16.3,42.4,49.896667,57.321682,0.43000001,0.90670002,0,0,0,1,3575
36.1,17.3,17.7,30.7,25.4,40.5,0.449,26.9,0.5,0.3,11.5,95.1,49.804035,53.574501,0.41,0.97420001,0,0,0,1,2322
36.9,13.4,15.5,37,19.4,16.8,0.453,12.2,0.7,2.4,16.5,51.9,51.573208,54.956753,0.31,0.66970003,0,1,0,0,2256
42.7,7,14.8,29.1,23.5,22.1,0.474,20.7,0,0,31.4,41.6,54.648418,57.50663,0.41,0.58539999,0,0,0,1,5183
31.9,6.3,15.4,34.5,24.5,15.5,0.472,9.9,1.9,6.2,10.3,44.7,50.569374,53.689873,0.31999999,0.47479999,0,0,1,0,2145
40,16.5,19.5,40.6,32.5,18.6,0.462,16.3,0.5,9.2,20.3,26.4,49.535728,53.521973,0.41,0.76270002,0,0,0,1,6113
42.1,5.5,17.7,28.2,24.8,17,0.495,13.2,0.2,0.3,30.8,20.9,48.598896,54.034229,0.38,0.76880002,0,0,0,1,4683
34.2,19.2,18.7,20.2,18.8,21.3,0.45,19.5,0.4,9,15.4,39.8,60.764988,42.00692,0.33000001,0.62129998,0,0,0,1,5872
40.6,11.6,19.2,34.2,27.9,14.3,0.455,12.9,0,0.6,22.4,10.9,48.540203,57.352005,0.37,0.58410001,0,0,0,1,3646
35.4,8.7,15.6,29,17.5,12.3,0.476,8.9,2.9,4.7,12.8,24.1,49.500393,58.727615,0.23,0.39140001,0,1,0,0,2897
34.8,8.6,18.8,27.7,20.4,32.7,0.376,11.9,6.8,3.2,10.7,56,52.423012,59.425861,0.38999999,0.699,0,0,0,1,4065
39.3,12.2,19,33.3,17.6,11.4,0.445,18.1,0.2,23,21.5,9.8,47.4016,57.893684,0.38999999,0.7299,0,0,0,1,3886
42.5,9.4,17,24.6,22.1,12.5,0.476,17.6,0,1.5,31.4,19.6,53.913738,52.482269,0.58999997,0.70029998,0,0,0,1,5559
34.2,11.8,19.3,35.3,29.5,17.1,0.494,20.9,1.4,17.2,14.2,19.4,47.980534,46.266331,0.37,0.98220003,0,0,0,1,3071
38.8,15.9,20.5,34.8,20.7,21.6,0.455,13.4,2,12.1,16.8,27.2,49.184612,53.835712,0.41999999,0.96619999,0,0,0,1,2879
39.4,6.2,22.2,35.2,20.1,16.6,0.46,22.8,0.5,20.2,20.1,3.6,51.243351,53.366497,0.56999999,0.72070003,0,0,1,0,3254
38.5,13.9,18.6,27,24.3,17.7,0.479,17.5,0.2,5.5,17.6,37.6,51.281536,53.58675,0.34,0.88660002,0,0,0,1,4240
35.1,12.3,15.3,33.2,24.7,17.2,0.459,16.5,2,3.6,14.1,63.7,49.376556,47.927567,0.25999999,0.83630002,0,0,1,0,1917
35.1,12.1,18.4,27.1,33.2,25.6,0.427,11.4,0.2,0,10.5,54.1,50.607048,61.876831,0.33000001,0.57870001,0,0,0,1,4081
37.2,10.3,19,25.2,20.7,9.7,0.439,13.1,1.8,3,14.8,15.2,52.817574,55.212357,0.41999999,0.43220001,0,0,1,0,2299
37.1,14.5,20.6,45.4,36.6,12.1,0.434,12.5,1.1,8.6,15.6,7.6,49.624714,55.597496,0.38999999,0.5812,0,0,1,0,2731
39.5,12.2,19.9,40.7,27.6,15.8,0.455,17.2,0.8,2.5,19.4,19.8,49.253677,52.211311,0.34999999,0.87989998,0,0,0,1,2928
38.3,10.7,20.2,34.1,23.8,17.1,0.449,14.3,0,17.2,18.7,8.7,49.273373,55.359043,0.41,0.69520003,0,0,0,1,3973
36.4,7.7,17.2,31.9,23.9,11.4,0.433,8.2,0.5,1.2,15.3,12.2,49.69696,59.110909,0.23999999,0.2561,0,1,0,0,2651
36.9,10.4,17.8,37.1,23.7,29.2,0.413,11.8,0.3,1.1,13.5,63.2,51.265694,57.641922,0.51999998,0.75760001,0,0,0,1,4090
35.5,16.7,18.4,39.1,26.5,30.9,0.449,18.7,0.7,3.4,12.7,68.7,56.693012,50.019962,0.34999999,0.82130003,0,0,0,1,5055
